OrganisationID¬OrganisationCode¬OrganisationName¬MetricName¬Value¬Text
18082¬NLL04¬Launceston General Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18083¬NLL07¬Liskeard Community Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18085¬NLL09¬Stratton Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18090¬NLL16¬Falmouth Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18093¬NLL19¬Poltair Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18095¬NLL21¬St Mary's Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18102¬NLT02¬North Somerset Community Hospital¬A&E performance¬100.00%¬Patients seen within 4 hours
18102¬NLT02¬North Somerset Community Hospital¬Percentage of patients waiting less than 18 weeks¬99%¬99% of patients waiting less than 18 weeks from referral
18102¬NLT02¬North Somerset Community Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18142¬NMV01¬Kneesworth House¬Care Quality Commission inspection ratings¬2¬Good
18142¬NMV01¬Kneesworth House¬Care Quality Commission inspection ratings¬2¬Good
18142¬NMV01¬Kneesworth House¬Care Quality Commission inspection ratings¬2¬Good
18143¬NMV02¬Stockton Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18143¬NMV02¬Stockton Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18143¬NMV02¬Stockton Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18271¬NQ106¬Fryatt Hospital, Harwich¬A&E performance¬100.00%¬Patients seen within 4 hours
41265¬RN707¬Darent Valley Hospital¬Fresh fruit available¬1¬
41265¬RN707¬Darent Valley Hospital¬Percentage of patients waiting less than 18 weeks¬92%¬92% of patients waiting less than 18 weeks from referral
41265¬RN707¬Darent Valley Hospital¬Friends and Family Test score: Inpatient¬97%¬Patients recommend this hospital. 754 responses
41265¬RN707¬Darent Valley Hospital¬Friends and Family Test score: Inpatient¬97%¬Patients recommend this hospital. 754 responses
41265¬RN707¬Darent Valley Hospital¬Infection control and cleanliness¬1¬Among the worst
41265¬RN707¬Darent Valley Hospital¬Friends and Family Test score: Labour ward¬100%¬Patients recommend this hospital. 9 responses
41265¬RN707¬Darent Valley Hospital¬Menu approved by dietitian¬1¬
41265¬RN707¬Darent Valley Hospital¬NHS Improvement patient safety notices¬¬Poor - Some alerts not signed off after deadline
41265¬RN707¬Darent Valley Hospital¬Open and honest reporting¬2¬Among the best
41265¬RN707¬Darent Valley Hospital¬Overall Procurement Process Efficiency and Price Performance Assessment¬Bottom 25%¬Bottom 25%
41265¬RN707¬Darent Valley Hospital¬Patients assessed for blood clots¬95.63¬95.63% of patients assessed
41265¬RN707¬Darent Valley Hospital¬Friends and Family Test score: Postnatal ward¬100%¬Patients recommend this hospital. 58 responses
41265¬RN707¬Darent Valley Hospital¬Potential under-reporting of incidents¬2¬Within expected range
41265¬RN707¬Darent Valley Hospital¬Potential under-reporting of incidents resulting in death or severe harm¬2¬Within expected range
41265¬RN707¬Darent Valley Hospital¬Price Performance¬Middle 50%¬Middle 50%
41265¬RN707¬Darent Valley Hospital¬Procurement Process Efficiency¬Bottom 25%¬Bottom 25%
41265¬RN707¬Darent Valley Hospital¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
41265¬RN707¬Darent Valley Hospital¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬As expected
41265¬RN707¬Darent Valley Hospital¬Proportion of reported incidents that are harmful¬1¬Within the expected range
41265¬RN707¬Darent Valley Hospital¬Staff who stated the incident reporting procedure was fair and effective¬1¬Among the best
41265¬RN707¬Darent Valley Hospital¬Quality of food¬89.41%¬89.41% Amongst the best
41265¬RN707¬Darent Valley Hospital¬Mortality rate (in hospital and up to 30 days after discharge)¬1.072¬Number of deaths within the expected range
41265¬RN707¬Darent Valley Hospital¬Friends and Family Test score: Staff - Care¬83%¬staff recommend this hospital for care. 138 responses. 3308 staff work at this trust.
41265¬RN707¬Darent Valley Hospital¬Friends and Family Test score: Staff - Work¬69%¬staff recommend this hospital as a place to work. 138 responses. 3308 staff work at this trust.
41265¬RN707¬Darent Valley Hospital¬Recommended by staff¬79¬Within expected range with a value of 79%
41265¬RN707¬Darent Valley Hospital¬Recommended by staff¬79¬Within expected range with a value of 79%
41268¬RNA01¬Russells Hall Hospital¬A&E performance¬84.28%¬Patients seen within 4 hours
41268¬RNA01¬Russells Hall Hospital¬Friends and Family Test score: A&E¬72%¬Patients recommend this hospital. 790 responses
41268¬RNA01¬Russells Hall Hospital¬Agency staff as a percentage of average expenditure¬5%¬Average expenditure with a value of 5%
41268¬RNA01¬Russells Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
41268¬RNA01¬Russells Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
41268¬RNA01¬Russells Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
41268¬RNA01¬Russells Hall Hospital¬Choice of breakfast¬1¬Amongst the best
41268¬RNA01¬Russells Hall Hospital¬Choice of food¬87.04%¬87.04% Amongst the best
41268¬RNA01¬Russells Hall Hospital¬Care hours per patient day¬8.9¬hours
41268¬RNA01¬Russells Hall Hospital¬Consistency of reporting to the NRLS¬2¬Reported in four or five of the past six months
41268¬RNA01¬Russells Hall Hospital¬Cost of food services per patient per day¬£9.50¬
41268¬RNA01¬Russells Hall Hospital¬Estimated Procurement Savings Target¬399,218¬£399,218 - £2,206,987
41268¬RNA01¬Russells Hall Hospital¬Financial performance¬£-8.12m Deficit¬
41268¬RNA01¬Russells Hall Hospital¬Food available between meals¬2¬
41268¬RNA01¬Russells Hall Hospital¬Fresh fruit available¬1¬
41268¬RNA01¬Russells Hall Hospital¬Percentage of patients waiting less than 18 weeks¬94%¬94% of patients waiting less than 18 weeks from referral
41268¬RNA01¬Russells Hall Hospital¬Friends and Family Test score: Inpatient¬95%¬Patients recommend this hospital. 2041 responses
41268¬RNA01¬Russells Hall Hospital¬Friends and Family Test score: Inpatient¬95%¬Patients recommend this hospital. 2041 responses
41268¬RNA01¬Russells Hall Hospital¬Infection control and cleanliness¬3¬Among the best
41268¬RNA01¬Russells Hall Hospital¬Friends and Family Test score: Labour ward¬99%¬Patients recommend this hospital. 94 responses
41268¬RNA01¬Russells Hall Hospital¬Menu approved by dietitian¬1¬
41268¬RNA01¬Russells Hall Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
41268¬RNA01¬Russells Hall Hospital¬Open and honest reporting¬3¬As expected
41268¬RNA01¬Russells Hall Hospital¬Overall Procurement Process Efficiency and Price Performance Assessment¬Middle 50%¬Middle 50%
41268¬RNA01¬Russells Hall Hospital¬Patients assessed for blood clots¬93.78¬93.78% of patients assessed
41268¬RNA01¬Russells Hall Hospital¬Friends and Family Test score: Postnatal ward¬98%¬Patients recommend this hospital. 93 responses
41268¬RNA01¬Russells Hall Hospital¬Potential under-reporting of incidents¬2¬Within expected range
41268¬RNA01¬Russells Hall Hospital¬Potential under-reporting of incidents resulting in death or severe harm¬2¬Within expected range
41268¬RNA01¬Russells Hall Hospital¬Price Performance¬Middle 50%¬Middle 50%
41268¬RNA01¬Russells Hall Hospital¬Procurement Process Efficiency¬Middle 50%¬Middle 50%
41268¬RNA01¬Russells Hall Hospital¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
41268¬RNA01¬Russells Hall Hospital¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬As expected
41268¬RNA01¬Russells Hall Hospital¬Proportion of reported incidents that are harmful¬1¬Within the expected range
41268¬RNA01¬Russells Hall Hospital¬Staff who stated the incident reporting procedure was fair and effective¬2¬Within the middle range
41268¬RNA01¬Russells Hall Hospital¬Quality of food¬89.21%¬89.21% Amongst the best
41268¬RNA01¬Russells Hall Hospital¬Mortality rate (in hospital and up to 30 days after discharge)¬1.152¬Higher number of deaths than expected
41268¬RNA01¬Russells Hall Hospital¬Friends and Family Test score: Staff - Care¬79%¬staff recommend this hospital for care. 948 responses. 4789 staff work at this trust.
41268¬RNA01¬Russells Hall Hospital¬Friends and Family Test score: Staff - Work¬68%¬staff recommend this hospital as a place to work. 948 responses. 4789 staff work at this trust.
41268¬RNA01¬Russells Hall Hospital¬Recommended by staff¬70¬Within expected range with a value of 70%
41268¬RNA01¬Russells Hall Hospital¬Recommended by staff¬70¬Within expected range with a value of 70%
41269¬RNA02¬Guest Hospital¬A&E performance¬84.28%¬Patients seen within 4 hours
41269¬RNA02¬Guest Hospital¬Agency staff as a percentage of average expenditure¬5%¬Average expenditure with a value of 5%
41269¬RNA02¬Guest Hospital¬Consistency of reporting to the NRLS¬2¬Reported in four or five of the past six months
41269¬RNA02¬Guest Hospital¬Estimated Procurement Savings Target¬399,218¬£399,218 - £2,206,987
41269¬RNA02¬Guest Hospital¬Financial performance¬£-8.12m Deficit¬
41269¬RNA02¬Guest Hospital¬Percentage of patients waiting less than 18 weeks¬94%¬94% of patients waiting less than 18 weeks from referral
41269¬RNA02¬Guest Hospital¬Infection control and cleanliness¬3¬Among the best
41269¬RNA02¬Guest Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
41269¬RNA02¬Guest Hospital¬Open and honest reporting¬3¬As expected
41269¬RNA02¬Guest Hospital¬Overall Procurement Process Efficiency and Price Performance Assessment¬Middle 50%¬Middle 50%
41269¬RNA02¬Guest Hospital¬Patients assessed for blood clots¬93.78¬93.78% of patients assessed
41269¬RNA02¬Guest Hospital¬Potential under-reporting of incidents¬2¬Within expected range
41269¬RNA02¬Guest Hospital¬Potential under-reporting of incidents resulting in death or severe harm¬2¬Within expected range
41269¬RNA02¬Guest Hospital¬Price Performance¬Middle 50%¬Middle 50%
41269¬RNA02¬Guest Hospital¬Procurement Process Efficiency¬Middle 50%¬Middle 50%
41269¬RNA02¬Guest Hospital¬Proportion of reported incidents that are harmful¬1¬Within the expected range
41269¬RNA02¬Guest Hospital¬Staff who stated the incident reporting procedure was fair and effective¬2¬Within the middle range
41269¬RNA02¬Guest Hospital¬Mortality rate (in hospital and up to 30 days after discharge)¬1.152¬Higher number of deaths than expected
41269¬RNA02¬Guest Hospital¬Friends and Family Test score: Staff - Care¬79%¬staff recommend this hospital for care. 948 responses. 4789 staff work at this trust.
41269¬RNA02¬Guest Hospital¬Friends and Family Test score: Staff - Work¬68%¬staff recommend this hospital as a place to work. 948 responses. 4789 staff work at this trust.
41269¬RNA02¬Guest Hospital¬Recommended by staff¬70¬Within expected range with a value of 70%
41269¬RNA02¬Guest Hospital¬Recommended by staff¬70¬Within expected range with a value of 70%
41270¬RNA04¬Corbett Hospital¬A&E performance¬84.28%¬Patients seen within 4 hours
41270¬RNA04¬Corbett Hospital¬Agency staff as a percentage of average expenditure¬5%¬Average expenditure with a value of 5%
41270¬RNA04¬Corbett Hospital¬Care Quality Commission inspection ratings¬5¬No rating
41270¬RNA04¬Corbett Hospital¬Care Quality Commission inspection ratings¬5¬No rating
41270¬RNA04¬Corbett Hospital¬Care Quality Commission inspection ratings¬5¬No rating
41270¬RNA04¬Corbett Hospital¬Consistency of reporting to the NRLS¬2¬Reported in four or five of the past six months
41270¬RNA04¬Corbett Hospital¬Estimated Procurement Savings Target¬399,218¬£399,218 - £2,206,987
41270¬RNA04¬Corbett Hospital¬Financial performance¬£-8.12m Deficit¬
41270¬RNA04¬Corbett Hospital¬Percentage of patients waiting less than 18 weeks¬94%¬94% of patients waiting less than 18 weeks from referral
41270¬RNA04¬Corbett Hospital¬Infection control and cleanliness¬3¬Among the best
41270¬RNA04¬Corbett Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
41270¬RNA04¬Corbett Hospital¬Open and honest reporting¬3¬As expected
41270¬RNA04¬Corbett Hospital¬Overall Procurement Process Efficiency and Price Performance Assessment¬Middle 50%¬Middle 50%
41270¬RNA04¬Corbett Hospital¬Patients assessed for blood clots¬93.78¬93.78% of patients assessed
41270¬RNA04¬Corbett Hospital¬Potential under-reporting of incidents¬2¬Within expected range
41270¬RNA04¬Corbett Hospital¬Potential under-reporting of incidents resulting in death or severe harm¬2¬Within expected range
41270¬RNA04¬Corbett Hospital¬Price Performance¬Middle 50%¬Middle 50%
41270¬RNA04¬Corbett Hospital¬Procurement Process Efficiency¬Middle 50%¬Middle 50%
41270¬RNA04¬Corbett Hospital¬Proportion of reported incidents that are harmful¬1¬Within the expected range
41270¬RNA04¬Corbett Hospital¬Staff who stated the incident reporting procedure was fair and effective¬2¬Within the middle range
41270¬RNA04¬Corbett Hospital¬Mortality rate (in hospital and up to 30 days after discharge)¬1.152¬Higher number of deaths than expected
41270¬RNA04¬Corbett Hospital¬Friends and Family Test score: Staff - Care¬79%¬staff recommend this hospital for care. 948 responses. 4789 staff work at this trust.
41270¬RNA04¬Corbett Hospital¬Friends and Family Test score: Staff - Work¬68%¬staff recommend this hospital as a place to work. 948 responses. 4789 staff work at this trust.
41270¬RNA04¬Corbett Hospital¬Recommended by staff¬70¬Within expected range with a value of 70%
41270¬RNA04¬Corbett Hospital¬Recommended by staff¬70¬Within expected range with a value of 70%
41302¬RNLAY¬Cumberland Infirmary¬A&E performance¬89.75%¬Patients seen within 4 hours
41302¬RNLAY¬Cumberland Infirmary¬Friends and Family Test score: A&E¬71%¬Patients recommend this hospital. 509 responses
41302¬RNLAY¬Cumberland Infirmary¬Agency staff as a percentage of average expenditure¬10%¬Significantly above average with a value of 10%
41302¬RNLAY¬Cumberland Infirmary¬Care Quality Commission inspection ratings¬3¬Requires Improvement
41302¬RNLAY¬Cumberland Infirmary¬Care Quality Commission inspection ratings¬3¬Requires Improvement
41302¬RNLAY¬Cumberland Infirmary¬Care Quality Commission inspection ratings¬3¬Requires Improvement
41302¬RNLAY¬Cumberland Infirmary¬Choice of breakfast¬2¬In the middle range  
41302¬RNLAY¬Cumberland Infirmary¬Choice of food¬79.57%¬79.57% In the middle range  
41302¬RNLAY¬Cumberland Infirmary¬Care hours per patient day¬6.95¬hours
41302¬RNLAY¬Cumberland Infirmary¬Consistency of reporting to the NRLS¬3¬Reported in six of the last six months
41302¬RNLAY¬Cumberland Infirmary¬Cost of food services per patient per day¬£9.18¬
41302¬RNLAY¬Cumberland Infirmary¬Estimated Procurement Savings Target¬1,204,729¬£1,204,729 - £6,109,235
41302¬RNLAY¬Cumberland Infirmary¬Financial performance¬£-32.84m Deficit¬
41302¬RNLAY¬Cumberland Infirmary¬Food available between meals¬1¬
41302¬RNLAY¬Cumberland Infirmary¬Fresh fruit available¬2¬
41302¬RNLAY¬Cumberland Infirmary¬Percentage of patients waiting less than 18 weeks¬75%¬75% of patients waiting less than 18 weeks from referral
41302¬RNLAY¬Cumberland Infirmary¬Friends and Family Test score: Inpatient¬95%¬Patients recommend this hospital. 476 responses
41302¬RNLAY¬Cumberland Infirmary¬Friends and Family Test score: Inpatient¬95%¬Patients recommend this hospital. 476 responses
41302¬RNLAY¬Cumberland Infirmary¬Infection control and cleanliness¬3¬Among the best
41302¬RNLAY¬Cumberland Infirmary¬Friends and Family Test score: Labour ward¬100%¬Patients recommend this hospital. 5 responses
41302¬RNLAY¬Cumberland Infirmary¬Menu approved by dietitian¬1¬
41302¬RNLAY¬Cumberland Infirmary¬NHS Improvement patient safety notices¬¬Poor - Some alerts not signed off after deadline
41302¬RNLAY¬Cumberland Infirmary¬Open and honest reporting¬2¬Among the best
41302¬RNLAY¬Cumberland Infirmary¬Overall Procurement Process Efficiency and Price Performance Assessment¬Middle 50%¬Middle 50%
41302¬RNLAY¬Cumberland Infirmary¬Patients assessed for blood clots¬97.27¬97.27% of patients assessed
41302¬RNLAY¬Cumberland Infirmary¬Friends and Family Test score: Postnatal ward¬100%¬Patients recommend this hospital. 14 responses
41302¬RNLAY¬Cumberland Infirmary¬Potential under-reporting of incidents¬2¬Within expected range
41302¬RNLAY¬Cumberland Infirmary¬Potential under-reporting of incidents resulting in death or severe harm¬2¬Within expected range
41302¬RNLAY¬Cumberland Infirmary¬Price Performance¬Middle 50%¬Middle 50%
41302¬RNLAY¬Cumberland Infirmary¬Procurement Process Efficiency¬Middle 50%¬Middle 50%
41302¬RNLAY¬Cumberland Infirmary¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
41302¬RNLAY¬Cumberland Infirmary¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬As expected
41302¬RNLAY¬Cumberland Infirmary¬Proportion of reported incidents that are harmful¬1¬Within the expected range
41302¬RNLAY¬Cumberland Infirmary¬Staff who stated the incident reporting procedure was fair and effective¬2¬Within the middle range
41302¬RNLAY¬Cumberland Infirmary¬Quality of food¬80.09%¬80.09% Amongst the best
41302¬RNLAY¬Cumberland Infirmary¬Mortality rate (in hospital and up to 30 days after discharge)¬0.946¬Number of deaths within the expected range
41302¬RNLAY¬Cumberland Infirmary¬Friends and Family Test score: Staff - Care¬74%¬staff recommend this hospital for care. 245 responses. 4148 staff work at this trust.
41302¬RNLAY¬Cumberland Infirmary¬Friends and Family Test score: Staff - Work¬58%¬staff recommend this hospital as a place to work. 245 responses. 4148 staff work at this trust.
41302¬RNLAY¬Cumberland Infirmary¬Recommended by staff¬54¬Within expected range with a value of 54%
41302¬RNLAY¬Cumberland Infirmary¬Recommended by staff¬54¬Within expected range with a value of 54%
41305¬RNLBX¬West Cumberland Hospital¬A&E performance¬89.75%¬Patients seen within 4 hours
41305¬RNLBX¬West Cumberland Hospital¬Friends and Family Test score: A&E¬76%¬Patients recommend this hospital. 395 responses
41305¬RNLBX¬West Cumberland Hospital¬Agency staff as a percentage of average expenditure¬10%¬Significantly above average with a value of 10%
41305¬RNLBX¬West Cumberland Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
41305¬RNLBX¬West Cumberland Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
41305¬RNLBX¬West Cumberland Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
41305¬RNLBX¬West Cumberland Hospital¬Choice of breakfast¬2¬In the middle range  
41305¬RNLBX¬West Cumberland Hospital¬Choice of food¬77.62%¬77.62% In the middle range  
41305¬RNLBX¬West Cumberland Hospital¬Care hours per patient day¬7.59¬hours
41305¬RNLBX¬West Cumberland Hospital¬Consistency of reporting to the NRLS¬3¬Reported in six of the last six months
41305¬RNLBX¬West Cumberland Hospital¬Cost of food services per patient per day¬£11.86¬
41305¬RNLBX¬West Cumberland Hospital¬Estimated Procurement Savings Target¬1,204,729¬£1,204,729 - £6,109,235
41305¬RNLBX¬West Cumberland Hospital¬Financial performance¬£-32.84m Deficit¬
41305¬RNLBX¬West Cumberland Hospital¬Food available between meals¬1¬
41305¬RNLBX¬West Cumberland Hospital¬Fresh fruit available¬1¬
41305¬RNLBX¬West Cumberland Hospital¬Percentage of patients waiting less than 18 weeks¬75%¬75% of patients waiting less than 18 weeks from referral
41305¬RNLBX¬West Cumberland Hospital¬Friends and Family Test score: Inpatient¬99%¬Patients recommend this hospital. 584 responses
41305¬RNLBX¬West Cumberland Hospital¬Friends and Family Test score: Inpatient¬99%¬Patients recommend this hospital. 584 responses
41305¬RNLBX¬West Cumberland Hospital¬Infection control and cleanliness¬3¬Among the best
41305¬RNLBX¬West Cumberland Hospital¬Friends and Family Test score: Labour ward¬100%¬Patients recommend this hospital. 40 responses
41305¬RNLBX¬West Cumberland Hospital¬Menu approved by dietitian¬1¬
41305¬RNLBX¬West Cumberland Hospital¬NHS Improvement patient safety notices¬¬Poor - Some alerts not signed off after deadline
41305¬RNLBX¬West Cumberland Hospital¬Open and honest reporting¬2¬Among the best
41305¬RNLBX¬West Cumberland Hospital¬Overall Procurement Process Efficiency and Price Performance Assessment¬Middle 50%¬Middle 50%
41305¬RNLBX¬West Cumberland Hospital¬Patients assessed for blood clots¬97.27¬97.27% of patients assessed
41305¬RNLBX¬West Cumberland Hospital¬Friends and Family Test score: Postnatal ward¬98%¬Patients recommend this hospital. 48 responses
41305¬RNLBX¬West Cumberland Hospital¬Potential under-reporting of incidents¬2¬Within expected range
41305¬RNLBX¬West Cumberland Hospital¬Potential under-reporting of incidents resulting in death or severe harm¬2¬Within expected range
41305¬RNLBX¬West Cumberland Hospital¬Price Performance¬Middle 50%¬Middle 50%
41305¬RNLBX¬West Cumberland Hospital¬Procurement Process Efficiency¬Middle 50%¬Middle 50%
41305¬RNLBX¬West Cumberland Hospital¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
41305¬RNLBX¬West Cumberland Hospital¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬As expected
41305¬RNLBX¬West Cumberland Hospital¬Proportion of reported incidents that are harmful¬1¬Within the expected range
41305¬RNLBX¬West Cumberland Hospital¬Staff who stated the incident reporting procedure was fair and effective¬2¬Within the middle range
41305¬RNLBX¬West Cumberland Hospital¬Quality of food¬85.74%¬85.74% Amongst the best
41305¬RNLBX¬West Cumberland Hospital¬Mortality rate (in hospital and up to 30 days after discharge)¬0.946¬Number of deaths within the expected range
41305¬RNLBX¬West Cumberland Hospital¬Friends and Family Test score: Staff - Care¬74%¬staff recommend this hospital for care. 245 responses. 4148 staff work at this trust.
41305¬RNLBX¬West Cumberland Hospital¬Friends and Family Test score: Staff - Work¬58%¬staff recommend this hospital as a place to work. 245 responses. 4148 staff work at this trust.
41305¬RNLBX¬West Cumberland Hospital¬Recommended by staff¬54¬Within expected range with a value of 54%
41305¬RNLBX¬West Cumberland Hospital¬Recommended by staff¬54¬Within expected range with a value of 54%
41308¬RNN42¬Workington Community Hospital¬Choice of breakfast¬1¬Amongst the best
41308¬RNN42¬Workington Community Hospital¬Choice of food¬98.28%¬98.28% Amongst the best
41308¬RNN42¬Workington Community Hospital¬Care hours per patient day¬10.68¬hours
41308¬RNN42¬Workington Community Hospital¬Cost of food services per patient per day¬£19.77¬
41308¬RNN42¬Workington Community Hospital¬Food available between meals¬1¬
41308¬RNN42¬Workington Community Hospital¬Fresh fruit available¬1¬
41308¬RNN42¬Workington Community Hospital¬Menu approved by dietitian¬1¬
41308¬RNN42¬Workington Community Hospital¬Quality of food¬95.33%¬95.33% Amongst the best
41311¬RNNBE¬Penrith Hospital¬Agency staff as a percentage of average expenditure¬6%¬Average expenditure with a value of 6%
41311¬RNNBE¬Penrith Hospital¬Care Quality Commission inspection ratings¬5¬No rating
41311¬RNNBE¬Penrith Hospital¬Care Quality Commission inspection ratings¬5¬No rating
41311¬RNNBE¬Penrith Hospital¬Care Quality Commission inspection ratings¬5¬No rating
41311¬RNNBE¬Penrith Hospital¬Choice of breakfast¬1¬Amongst the best
41311¬RNNBE¬Penrith Hospital¬Choice of food¬96.13%¬96.13% Amongst the best
41311¬RNNBE¬Penrith Hospital¬Care hours per patient day¬9.42¬hours
41311¬RNNBE¬Penrith Hospital¬Cost of food services per patient per day¬£14.34¬
41311¬RNNBE¬Penrith Hospital¬Financial performance¬£-6.21m Deficit¬
41311¬RNNBE¬Penrith Hospital¬Food available between meals¬1¬
41311¬RNNBE¬Penrith Hospital¬Fresh fruit available¬1¬
41311¬RNNBE¬Penrith Hospital¬Percentage of patients waiting less than 18 weeks¬96%¬96% of patients waiting less than 18 weeks from referral
41311¬RNNBE¬Penrith Hospital¬Menu approved by dietitian¬1¬
41311¬RNNBE¬Penrith Hospital¬NHS Improvement patient safety notices¬¬Poor - Some alerts not signed off after deadline
41311¬RNNBE¬Penrith Hospital¬Quality of food¬89.60%¬89.60% Amongst the best
41311¬RNNBE¬Penrith Hospital¬Friends and Family Test score: Staff - Care¬73%¬staff recommend this hospital for care. 314 responses. 3522 staff work at this trust.
41311¬RNNBE¬Penrith Hospital¬Friends and Family Test score: Staff - Work¬59%¬staff recommend this hospital as a place to work. 314 responses. 3522 staff work at this trust.
41311¬RNNBE¬Penrith Hospital¬Recommended by staff¬72¬Within expected range with a value of 72%
41311¬RNNBE¬Penrith Hospital¬Recommended by staff¬72¬Within expected range with a value of 72%
41316¬RNNCB¬Cockermouth Community Hospital¬Agency staff as a percentage of average expenditure¬6%¬Average expenditure with a value of 6%
41316¬RNNCB¬Cockermouth Community Hospital¬Care Quality Commission inspection ratings¬5¬No rating
41316¬RNNCB¬Cockermouth Community Hospital¬Care Quality Commission inspection ratings¬5¬No rating
41316¬RNNCB¬Cockermouth Community Hospital¬Care Quality Commission inspection ratings¬5¬No rating
41316¬RNNCB¬Cockermouth Community Hospital¬Choice of breakfast¬1¬Amongst the best
41316¬RNNCB¬Cockermouth Community Hospital¬Choice of food¬93.74%¬93.74% Amongst the best
41316¬RNNCB¬Cockermouth Community Hospital¬Cost of food services per patient per day¬£12.24¬
41316¬RNNCB¬Cockermouth Community Hospital¬Financial performance¬£-6.21m Deficit¬
41316¬RNNCB¬Cockermouth Community Hospital¬Food available between meals¬1¬
41316¬RNNCB¬Cockermouth Community Hospital¬Fresh fruit available¬1¬
41316¬RNNCB¬Cockermouth Community Hospital¬Percentage of patients waiting less than 18 weeks¬96%¬96% of patients waiting less than 18 weeks from referral
41316¬RNNCB¬Cockermouth Community Hospital¬Menu approved by dietitian¬1¬
41316¬RNNCB¬Cockermouth Community Hospital¬NHS Improvement patient safety notices¬¬Poor - Some alerts not signed off after deadline
41316¬RNNCB¬Cockermouth Community Hospital¬Quality of food¬71.06%¬71.06% In the middle range  
41316¬RNNCB¬Cockermouth Community Hospital¬Friends and Family Test score: Staff - Care¬73%¬staff recommend this hospital for care. 314 responses. 3522 staff work at this trust.
41316¬RNNCB¬Cockermouth Community Hospital¬Friends and Family Test score: Staff - Work¬59%¬staff recommend this hospital as a place to work. 314 responses. 3522 staff work at this trust.
41316¬RNNCB¬Cockermouth Community Hospital¬Recommended by staff¬72¬Within expected range with a value of 72%
41316¬RNNCB¬Cockermouth Community Hospital¬Recommended by staff¬72¬Within expected range with a value of 72%
41341¬RNQ51¬Kettering General Hospital¬A&E performance¬76.75%¬Patients seen within 4 hours
41341¬RNQ51¬Kettering General Hospital¬Friends and Family Test score: A&E¬78%¬Patients recommend this hospital. 9 responses
41341¬RNQ51¬Kettering General Hospital¬Agency staff as a percentage of average expenditure¬6%¬Average expenditure with a value of 6%
41341¬RNQ51¬Kettering General Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
41341¬RNQ51¬Kettering General Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
41341¬RNQ51¬Kettering General Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
41341¬RNQ51¬Kettering General Hospital¬Choice of breakfast¬2¬In the middle range  
41341¬RNQ51¬Kettering General Hospital¬Choice of food¬77.27%¬77.27% In the middle range  
41341¬RNQ51¬Kettering General Hospital¬Care hours per patient day¬8.16¬hours
41341¬RNQ51¬Kettering General Hospital¬Consistency of reporting to the NRLS¬3¬Reported in six of the last six months
41341¬RNQ51¬Kettering General Hospital¬Cost of food services per patient per day¬£8.56¬
41341¬RNQ51¬Kettering General Hospital¬Estimated Procurement Savings Target¬1,232,011¬£1,232,011 - £4,800,693
41341¬RNQ51¬Kettering General Hospital¬Financial performance¬£-6.70m Deficit¬
41341¬RNQ51¬Kettering General Hospital¬Food available between meals¬1¬
41341¬RNQ51¬Kettering General Hospital¬Fresh fruit available¬2¬
41341¬RNQ51¬Kettering General Hospital¬Percentage of patients waiting less than 18 weeks¬86%¬86% of patients waiting less than 18 weeks from referral
41341¬RNQ51¬Kettering General Hospital¬Friends and Family Test score: Inpatient¬98%¬Patients recommend this hospital. 1268 responses
41341¬RNQ51¬Kettering General Hospital¬Friends and Family Test score: Inpatient¬98%¬Patients recommend this hospital. 1268 responses
